iter	Logloss
368	0.07579498729
369	0.07576979277
370	0.07573273595
371	0.07567984691
372	0.07563736387
373	0.07562073678
374	0.07556799224
375	0.07546442898
376	0.07542991412
377	0.07541459905
378	0.0752839083
379	0.0752497237
380	0.07520390774
381	0.07517915712
382	0.07512614622
383	0.07509758961
384	0.07504059502
385	0.07499404379
386	0.07497034012
387	0.07490911351
388	0.07485276233
389	0.07476752902
390	0.07471564839
391	0.0746815237
392	0.07466247399
393	0.07463981305
394	0.07461319599
395	0.07459659712
396	0.07456090742
397	0.07451424738
398	0.07448038523
399	0.07443800953
400	0.07441424041
401	0.07437015807
402	0.07432248699
403	0.0742845356
404	0.07424178937
405	0.0742164581
406	0.07419888994
407	0.07414435253
408	0.07409827042
409	0.0740557592
410	0.07402890171
411	0.07398813033
412	0.07395810401
413	0.07392297999
414	0.07388400557
415	0.07384402049
416	0.0738026709
417	0.07379389056
418	0.07377383765
419	0.07370723533
420	0.07366119239
421	0.07363789889
422	0.07358784574
423	0.07357015282
424	0.07353360623
425	0.07345579092
426	0.07342374758
427	0.07338767271
428	0.07334160405
429	0.07331594606
430	0.07328939854
431	0.07327137708
432	0.07324385165
433	0.07320162602
434	0.07313140656
435	0.07310371375
436	0.07305251565
437	0.07301354748
438	0.07300549243
439	0.07296031473
440	0.07293039258
441	0.07282576026
442	0.07277992369
443	0.07274509455
444	0.07268204551
445	0.07257507321
446	0.0725337314
447	0.07250291586
448	0.07247607218
449	0.07243386668
450	0.07235211128
451	0.07230868891
452	0.07229675059
453	0.07228764046
454	0.07226481416
455	0.07223321392
456	0.07219726976
457	0.07211094111
458	0.07205917226
459	0.0720266636
460	0.07198876792
461	0.07195200506
462	0.07191843281
463	0.07189354492
464	0.07186731249
465	0.07185032366
466	0.07179821822
467	0.07175085917
468	0.0717179504
469	0.07167390566
470	0.07164734926
471	0.07158922579
472	0.07157403636
473	0.07143602024
474	0.07134754769
475	0.07131453802
476	0.07127563712
477	0.07121513441
478	0.07120199275
479	0.07117855956
480	0.07111084406
481	0.07106879471
482	0.07102762685
483	0.07099973952
484	0.07096291767
485	0.07094515864
486	0.07090592325
487	0.07087051433
488	0.07084730462
489	0.07080236101
490	0.07075580156
491	0.07071970525
492	0.07069904357
493	0.07061941467
494	0.07055666275
495	0.07048517665
496	0.07043713256
497	0.07039620953
498	0.07037444624
499	0.07035847977
500	0.07034489659
501	0.0703310948
502	0.0703121802
503	0.07027393405
504	0.07023812741
505	0.07020440869
506	0.07018215031
507	0.07014222196
508	0.07010336773
509	0.07006515757
510	0.06998773293
511	0.06994494753
512	0.06989546697
513	0.06986248357
514	0.06978549573
515	0.06973782715
516	0.06970833932
517	0.06966470694
518	0.0696367132
519	0.06960334641
520	0.0695887268
521	0.06955405593
522	0.0695304047
523	0.06950367188
524	0.06948616623
525	0.06945382074
526	0.06944117513
527	0.06938483338
528	0.06935361584
529	0.06928640279
530	0.06926024821
531	0.06923080543
532	0.06918026595
533	0.06913069534
534	0.06909224231
535	0.06906642707
536	0.06899292414
537	0.06890333653
538	0.0688650918
539	0.06883462389
540	0.06879637693
541	0.06877422088
542	0.06874377784
543	0.06871136574
544	0.06868734151
545	0.06864506442
546	0.068627632
547	0.06860090657
548	0.06856966235
549	0.068489549
550	0.06845478766
551	0.06844199325
552	0.06842076894
553	0.06838406334
554	0.06836871492
555	0.06834302165
556	0.0683209566
557	0.0682974109
558	0.06826130313
559	0.0682087463
560	0.06817193615
561	0.06812076958
562	0.06808833075
563	0.06806564169
564	0.06804655983
565	0.0680306717
566	0.06801482888
567	0.06798257382
568	0.06794534561
569	0.0679166915
570	0.06789622527
571	0.06786195532
572	0.06784199154
573	0.06781851314
574	0.06778834156
575	0.06775610537
576	0.06772408906
577	0.06770680969
578	0.06768050999
579	0.06765218432
580	0.06761660066
581	0.06758689267
582	0.06751211048
583	0.06748638391
584	0.06743761672
585	0.06740492985
586	0.06735969216
587	0.06734826313
588	0.06731742384
589	0.06728416785
590	0.06725280036
591	0.06722506519
592	0.06719426121
593	0.06717881513
594	0.06713611551
595	0.06710895556
596	0.06708874803
597	0.06708386338
598	0.06704655186
599	0.06704126801
600	0.0670023998
601	0.06698616467
602	0.06697161715
603	0.06694878267
604	0.06691509208
605	0.06684683581
606	0.06681055392
607	0.06676934173
608	0.06675205996
609	0.06672657396
610	0.06663601661
611	0.06661801176
612	0.06659783282
613	0.06653319959
614	0.06652192221
615	0.06649002133
616	0.06644661719
617	0.06642936325
618	0.06641582648
619	0.06638733845
620	0.06635177263
621	0.06630366236
622	0.06627679613
623	0.06626130699
624	0.06624166509
625	0.06621578979
626	0.06619183901
627	0.06617380588
628	0.0661435979
629	0.06611502556
630	0.06608773673
631	0.06605962786
632	0.06604441295
633	0.06602374283
634	0.06599358881
635	0.06593896888
636	0.06591403204
637	0.06588715875
638	0.06585233216
639	0.06582323844
640	0.065809211
641	0.06579447788
642	0.06577789666
643	0.06575711754
644	0.06572015609
645	0.06568107983
646	0.0656320548
647	0.06557622134
648	0.06553625929
649	0.06551973503
650	0.06548943292
651	0.06546665616
652	0.06542897876
653	0.06540419975
654	0.0653671706
655	0.06533700392
656	0.06532395477
657	0.06528571811
658	0.06526006832
659	0.06523237887
660	0.06519541476
661	0.06517080273
662	0.06515539367
663	0.0651452636
664	0.06512403192
665	0.06508697557
666	0.06507433508
667	0.0650410601
668	0.06502855478
669	0.06496075615
670	0.06492026217
671	0.06488312852
672	0.0648521407
673	0.06483449004
674	0.06481532139
675	0.06479923622
676	0.06476697792
677	0.0647327791
678	0.06470283032
679	0.06466088732
680	0.06462624334
681	0.06459582319
682	0.0645605824
683	0.06453419011
684	0.06449166267
685	0.06446666032
686	0.06445268645
687	0.06441250398
688	0.06440673175
689	0.06439172312
690	0.06437645128
691	0.06434449171
692	0.06430112062
693	0.06427590496
694	0.06425956315
695	0.0642442176
696	0.06420853585
697	0.06419161103
698	0.06416002516
699	0.06413042892
700	0.06412153032
701	0.06409682869
702	0.0640719008
703	0.0640368719
704	0.06395842507
705	0.06393835521
706	0.06381939803
707	0.06378615295
708	0.06374263971
709	0.06373186449
710	0.06370116685
711	0.06367323809
712	0.06365430353
713	0.06361289019
714	0.06360492172
715	0.06358830998
716	0.0635673309
717	0.06355579846
718	0.0635280494
719	0.06350221289
720	0.06347383045
721	0.06346075233
722	0.06342851451
723	0.06338018259
724	0.06333099561
725	0.06329705408
726	0.06328230357
727	0.06325276677
728	0.06322397842
729	0.06319461649
730	0.06313855301
731	0.06309173904
732	0.06305765729
733	0.06302598994
734	0.06300306825
735	0.06297990414
736	0.06294849614
737	0.0629208728
738	0.06289888633
739	0.062879927
740	0.06285892845
741	0.06281877926
742	0.06281630468
743	0.0627949348
744	0.06277598045
745	0.06275387912
746	0.06274536742
747	0.06270289866
748	0.06266832873
749	0.06264956861
750	0.06262163647
751	0.06260976692
752	0.06257926847
753	0.0625668884
754	0.06256017779
755	0.0625414114
756	0.06252185261
757	0.06250159969
758	0.06247685065
759	0.06241961523
760	0.06239575638
761	0.06236487255
762	0.06231894069
763	0.06229834875
764	0.06227185262
765	0.06224464855
766	0.06219842852
767	0.06217818214
768	0.06216358668
769	0.06214417524
770	0.06210620871
771	0.06207577225
772	0.06204644945
773	0.06202170408
774	0.06199661152
775	0.06195421738
776	0.06193458414
777	0.06189838938
778	0.06187860685
779	0.06185118686
780	0.06183263734
781	0.06179905338
782	0.06174854989
783	0.06172525284
784	0.06170334582
785	0.06166403719
786	0.0616280654
787	0.06161772538
788	0.06159175155
789	0.06154113996
790	0.06150769644
791	0.06148639894
792	0.0614693111
793	0.06143732323
794	0.06138463775
795	0.06136764464
796	0.06133711634
797	0.06131446833
798	0.06129583486
799	0.06127073731
800	0.06123096484
801	0.06122519789
802	0.06121416176
803	0.06119674724
804	0.06116228737
805	0.06113886689
806	0.06112503988
807	0.06111521553
808	0.06110688074
809	0.06108233317
810	0.06105310786
811	0.0610394051
812	0.06101082394
813	0.06099098946
814	0.06092964653
815	0.06091811827
816	0.06090218103
817	0.06086727935
818	0.0608407077
819	0.06083263171
820	0.06080866963
821	0.06078062675
822	0.06074693378
823	0.06072208035
824	0.06069523043
825	0.06068155973
826	0.06066681638
827	0.06065376795
828	0.06064223054
829	0.06061917698
830	0.06061803153
831	0.06059587488
832	0.06057143952
833	0.06051243369
834	0.06049589216
835	0.06047332891
836	0.06043340763
837	0.06041500272
838	0.06040334765
839	0.06039605449
840	0.06037142723
841	0.0603517777
842	0.06034026832
843	0.0603271311
844	0.06030459737
845	0.06027933958
846	0.06025631049
847	0.06021601086
848	0.06018380665
849	0.0601747899
850	0.06016503743
851	0.06014404605
852	0.06013178741
853	0.06011612556
854	0.06010401297
855	0.060092734
856	0.06001740554
857	0.05998648608
858	0.05996854048
859	0.05990776862
860	0.0598703429
861	0.05984042178
862	0.05982645836
863	0.05980680675
864	0.05979292141
865	0.05975981996
866	0.05973933923
867	0.05971288689
868	0.05968703141
869	0.05967038356
870	0.05965563096
871	0.0596493803
872	0.05963333229
873	0.05962443805
874	0.05959408863
875	0.05955868046
876	0.05952081059
877	0.0594996637
878	0.05946367304
879	0.05943876092
880	0.0594103503
881	0.05939050194
882	0.05937576091
883	0.05934655353
884	0.05928918838
885	0.05928085672
886	0.05925290353
887	0.05922895593
888	0.05919887108
889	0.05917363118
890	0.05915152362
891	0.05912451276
892	0.05910882681
893	0.05908093187
894	0.05906285768
895	0.05903148678
896	0.05901271112
897	0.05896421169
898	0.05893163388
899	0.05891886994
900	0.05890346393
901	0.05887858441
902	0.0588491556
903	0.05882503395
904	0.05881580093
905	0.05879743318
906	0.05878636563
907	0.05876148311
908	0.05874382166
909	0.05873292292
910	0.05869801545
911	0.05866696584
912	0.05863974072
913	0.05859770061
914	0.05856449697
915	0.05855092969
916	0.0585171789
917	0.05849316773
918	0.05847430576
919	0.05847304747
920	0.05846860428
921	0.05843960581
922	0.05840806672
923	0.05839028804
924	0.05838798544
925	0.05835699976
926	0.05832179458
927	0.05827822903
928	0.05822421293
929	0.05820283231
930	0.05816586219
931	0.05813560974
932	0.05809090243
933	0.0580116653
934	0.05798794632
935	0.05797490714
936	0.0579672328
937	0.0579470484
938	0.05793954767
939	0.05791468749
940	0.05789200185
941	0.05787383101
942	0.05784855754
943	0.05784131951
944	0.05779599335
945	0.05777054052
946	0.05774839016
947	0.05773926561
948	0.05772676481
949	0.05771702591
950	0.05770496936
951	0.05767692927
952	0.05766122281
953	0.05763984021
954	0.05759505505
955	0.05757911808
956	0.05756783052
957	0.05747705297
958	0.05743908536
959	0.05741898284
960	0.05740143227
961	0.05737214673
962	0.05734317203
963	0.05732751322
964	0.05729609288
965	0.05728230214
966	0.05725023243
967	0.05723001488
968	0.05720871368
969	0.05718623159
970	0.05715888992
971	0.05715751858
972	0.057134929
973	0.05710069071
974	0.05707907447
975	0.05704993205
976	0.05700188893
977	0.05696689396
978	0.05694446876
979	0.05691633008
980	0.05689955117
981	0.05688401713
982	0.05686034214
983	0.05685290069
984	0.05683500718
985	0.05682342267
986	0.05679141044
987	0.05679010346
988	0.05677591339
989	0.05673908817
990	0.05671703156
991	0.0566917318
992	0.05666344851
993	0.05663416518
994	0.05660888381
995	0.05655001904
996	0.05651691537
997	0.05649447317
998	0.05646856892
999	0.05643926224
